BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,PLATFORM,RI,MASS,PUBCHEM,KEGG,HMDB,Cat 1_vial 1,Cat 2_vial 1,cat 3_vial 1,cat 4_vial 1,cat 5_vial 1,cat 6_vial 1,cat 7_vial 1,cat 8_vial 1,cat 1_vial 2,cat 2_vial 2,cat 3_vial 2,cat 4_vial 2,cat 5_vial 2,cat 6_vial 2,cat 7_vial 2,cat 8_vial 2,cat 1_vial 3,cat 2_vial 3,cat 3_vial 3,cat 4_vial 3,cat 5_vial 3,cat 6_vial 3,cat 7_vial 3,cat 8_vial 3
linoleate (18:2n6),Lipid,Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,5535,279.23295,5280450,C01595,HMDB00673,"3,095,958,016","1,502,912,000","2,231,197,952","1,872,566,272","1,558,828,032","1,625,672,960","2,148,869,888","3,033,894,144","4,072,872,960","2,195,456,000","1,773,269,376","2,423,857,920","1,523,621,504","2,544,089,344","2,533,871,616","2,707,444,224","2,920,532,224","1,713,332,352","1,756,186,112","1,447,067,648","1,297,327,616","2,005,718,656","2,284,857,088","2,681,571,584"
linolenate [alpha or gamma; (18:3n3 or 6)],Lipid,Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,5450,277.2173,5280934,C06426,HMDB03073,"143,327,776","48,166,856","64,489,996","74,166,032","39,245,500","55,300,264","97,532,864","114,147,896","239,026,912","68,465,824","81,937,112","112,553,576","38,340,608","88,927,616","70,768,456","95,073,720","99,068,040","74,649,096","46,962,008","38,818,912","61,018,116","89,016,728","79,513,968","99,956,144"
linolenoylcarnitine (C18:3)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),LC/MS Pos Late,1310,422.32649,,,,"326,870","775,922","795,793","425,102","384,888","644,174","609,799","655,029","420,553","719,715","965,618","592,910","324,347","599,400","613,745","708,556","576,303","826,872","770,978","460,370","298,999","732,366","538,022","677,740"
linoleoyl ethanolamide,Lipid,Endocannabinoid,LC/MS Neg,6150,322.27515,5283446,,HMDB12252,"484,078","495,744","488,929","623,055","754,713","489,018","424,180","322,002","791,920","583,447","485,139","870,150","664,515","656,165","488,330","315,658","512,005","601,028","486,159","596,647","695,415","458,304","416,021","324,912"
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*,Lipid,Diacylglycerol,LC/MS Pos Late,2566,658.54051,,,HMDB07257,"2,506,837","1,874,400","1,803,138","1,695,882","2,401,157","2,123,976","1,450,582","2,469,727","2,074,390","2,095,156","1,684,690","1,871,173","2,470,017","2,700,624","1,496,770","2,137,707","2,587,710","1,787,398","1,877,694","1,666,782","2,026,774","2,291,104","1,540,114","2,246,158"
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,Lipid,Diacylglycerol,LC/MS Pos Late,2624,658.54051,,,HMDB07257,"2,494,900","2,454,288","1,177,835","2,091,965","2,538,864","2,033,049","1,660,314","2,298,251","2,413,951","1,729,314","1,798,363","2,492,502","2,379,193","2,146,328","1,251,466","1,909,757","2,956,996","2,030,842","1,803,892","2,162,782","2,697,288","2,995,450","1,277,652","2,141,486"
linoleoylcarnitine (C18:2)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),LC/MS Pos Late,1430,424.34214,6450015,,HMDB06469,"8,135,562","12,397,910","14,659,758","9,578,782","9,481,565","11,858,287","13,962,732","14,568,539","8,298,841","13,009,350","15,676,587","10,857,520","9,309,670","13,646,467","12,831,577","13,434,041","10,153,475","12,539,921","15,034,660","9,669,771","9,023,612","14,292,639","10,285,003","13,923,080"
linoleoylcholine*,Lipid,Fatty Acid Metabolism (Acyl Choline),LC/MS Pos Late,1388,366.33666,,,,"1,252,927","3,002,195","7,060,199","5,558,835","2,130,964","4,124,194","4,779,395","2,281,322","1,903,502","4,423,103","13,527,127","7,768,001","3,186,404","6,337,153","4,761,325","3,924,851","2,348,455","4,072,218","12,295,300","6,303,051","2,779,522","7,133,047","7,193,101","7,244,399"
linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,Lipid,Diacylglycerol,LC/MS Pos Late,2689,634.54051,,,HMDB07248,"11,912,004","8,676,630","9,418,133","9,574,106","13,658,691","8,005,878","8,783,552","7,825,467","10,572,237","8,941,971","9,766,806","12,334,516","15,789,227","9,075,772","7,886,021","6,642,849","12,792,502","8,444,273","9,429,641","7,729,980","10,731,082","8,205,374","6,116,379","6,213,360"
lysine,Amino Acid,Lysine Metabolism,LC/MS Pos Early,2850,147.11281,5962,C00047,HMDB00182,"1,079,544,192","844,934,528","844,632,960","1,106,181,376","1,134,309,504","1,115,051,648","961,803,712","737,781,056","1,103,168,640","842,109,696","802,937,792","1,126,547,200","1,140,948,608","1,136,804,352","939,024,384","723,418,048","1,093,742,336","879,032,960","794,149,440","1,104,529,792","1,115,281,792","1,143,368,064","968,076,736","712,731,008"
malate,Energy,TCA Cycle,LC/MS Neg,615.6,133.01425,525,C00149,HMDB00156,"189,557,088","64,278,372","46,401,568","54,786,828","94,787,752","77,710,688","102,685,712","126,127,592","208,161,040","67,919,848","45,632,752","82,948,400","91,343,240","79,621,904","96,043,696","114,287,376","182,878,096","69,468,616","41,054,356","67,124,352","85,129,376","75,449,952","108,057,168","118,866,976"
maleate,Lipid,"Fatty Acid, Dicarboxylate",LC/MS Polar,2510,115.00368,444266,C01384,HMDB00176,"3,792,695","2,102,792","2,382,163","2,418,565","2,600,404","2,555,815","3,298,163","3,079,738","3,677,934","2,671,965","2,587,616","2,291,826","2,367,601","2,703,706","2,936,068","2,891,867","3,121,050","2,228,597","2,337,962","2,347,184","2,963,586","2,896,944","3,303,698","3,351,192"
malonate,Lipid,Fatty Acid Synthesis,LC/MS Neg,612,103.00368,867,C00383,HMDB00691,"4,106,130","1,333,302","1,088,248","1,380,132","1,551,850","1,771,015","2,115,263","1,931,835","4,264,449","1,268,516","1,110,984","1,514,739","1,645,286","1,841,174","2,155,280","1,837,055","3,993,446","1,217,899","1,158,883","1,597,481","1,819,492","1,564,256","2,285,466","1,548,882"
malonylcarnitine,Lipid,Fatty Acid Synthesis,LC/MS Pos Early,2086,248.11287,22833583,,HMDB02095,,"150,917","129,701","158,919","148,952","121,654","219,858","107,136","204,719","142,795",,"201,620","181,700","102,572","216,952","246,337","246,160","163,920","136,955","79,750",,"136,474","356,583","138,471"
mannitol/sorbitol,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",LC/MS Polar,2320,181.07176,5780,C00794,HMDB00247,"7,938,072","6,600,392","6,473,851","21,895,068","7,951,002","8,163,727","4,317,744","10,269,945","8,799,726","7,212,219","7,288,648","23,229,396","7,313,515","8,218,843","3,770,715","9,407,219","7,813,110","7,495,717","6,297,415","21,968,328","7,423,769","8,640,593","5,727,608","9,794,088"
mannose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",LC/MS Polar,2200,225.06159,18950,C00159,HMDB00169,"26,480,284","18,043,954","21,183,492","19,296,504","19,749,084","26,333,362","25,768,268","25,861,382","27,650,642","22,132,272","24,311,334","19,358,628","18,027,108","27,487,770","21,747,548","25,257,512","24,893,262","19,042,172","18,730,928","19,052,688","19,732,540","27,756,040","26,529,880","27,386,512"
margarate (17:0),Lipid,Long Chain Fatty Acid,LC/MS Neg,5731,269.2486,10465,,HMDB02259,"39,234,496","25,950,816","30,992,692","27,577,522","22,802,220","39,899,180","54,149,228","49,103,544","66,787,120","30,101,640","28,240,274","33,979,748","22,933,912","44,552,916","48,334,160","40,336,292","43,566,308","29,905,824","28,412,454","30,924,660","23,281,564","41,105,944","59,760,448","44,702,352"
margaroylcarnitine*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),LC/MS Pos Late,1424,414.35779,,,HMDB06210,"1,251,809","1,969,764","2,005,289","1,130,916","1,510,162","1,519,313","1,740,821","1,812,041","1,397,294","2,088,716","2,180,661","1,395,190","1,536,964","1,636,677","1,369,057","1,575,556","1,818,403","2,181,141","2,199,682","1,214,726","1,472,481","1,884,864","1,980,765","1,529,761"
mead acid (20:3n9),Lipid,Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,5650,305.2486,5312531,,HMDB10378,"8,269,562","4,196,983","10,216,241","5,060,722","5,588,320","5,037,692","6,013,131","10,612,166","13,795,838","7,121,740","6,243,574","9,016,264","5,747,926","10,386,342","8,766,580","11,011,031","6,814,582","3,184,864","6,256,239","5,330,300","3,399,482","5,971,054","7,271,567","7,504,821"
methionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Pos Early,2526,150.05833,6137,C00073,HMDB00696,"747,895,232","998,509,952","955,757,824","1,080,627,072","1,074,697,344","953,813,504","1,143,638,656","702,165,312","735,278,272","979,035,072","907,257,024","1,063,351,232","1,085,784,192","986,045,056","1,075,624,832","667,137,792","730,164,032","1,050,195,968","912,583,104","1,082,164,992","1,028,306,752","971,184,896","1,138,838,144","677,160,320"
methionine sulfone,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Pos Early,1250,182.04816,69961,,,"3,798,673","4,257,841","5,378,644","5,719,877","4,804,849","7,197,961","7,484,812","3,978,803","3,928,335","4,046,442","5,289,608","5,614,314","4,851,917","7,651,956","7,099,618","3,752,875","3,830,986","4,361,956","5,345,470","5,640,677","5,021,852","7,059,115","6,668,816","3,724,594"
methionine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Pos Early,1272,166.05325,158980,C02989,HMDB02005,"79,279,400","139,087,152","138,051,408","152,116,720","137,233,280","97,133,016","124,060,288","105,455,688","81,569,960","139,505,520","135,674,176","155,643,728","137,719,648","102,438,032","118,623,824","103,174,848","77,118,656","134,756,864","126,423,824","147,539,712","134,874,768","100,284,496","114,930,392","98,621,656"
methyl glucopyranoside (alpha + beta),Xenobiotics,Food Component/Plant,LC/MS Pos Early,832,212.11268,,,,"1,816,758","1,530,002","2,462,084","2,051,540","2,273,694","2,733,866","2,041,356","1,638,571","1,320,758","1,434,725","2,431,472","2,220,904","2,494,299","2,827,304","1,965,402","1,985,399","1,969,902","1,644,063","1,562,916","2,491,981","2,258,609","2,730,002","1,656,253","2,122,914"
methyl-4-hydroxybenzoate sulfate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,2873,230.99688,,,,,,,,,"27,876",,"107,257",,,,,,"26,261",,"75,372","17,809",,,,,"24,165",,"169,509"
methylmalonate (MMA),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),LC/MS Polar,3078.4,117.01933,487,C02170,HMDB00202,"24,028,116","5,872,040","14,797,483","10,546,790","23,856,516","34,683,040","4,524,120","18,326,052","54,228,440","11,353,847","11,737,487","10,896,863","21,693,944","33,849,672","5,081,993","22,549,332","40,803,816","12,878,170","12,585,408","5,236,687","3,155,348","28,389,350","15,073,815","15,635,732"
15-methylpalmitate,Lipid,"Fatty Acid, Branched",LC/MS Neg,5695,269.24868,17903417,,,"13,454,304","9,310,055","11,704,762","11,158,579","9,600,938","12,935,816","16,665,246","14,252,352","18,496,348","10,736,687","10,605,705","12,358,195","10,323,206","17,026,716","17,300,820","12,471,471","13,848,885","10,110,938","10,310,779","10,834,536","9,016,763","15,210,749","17,224,920","13,477,441"
methylsuccinate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Polar,2800,131.03498,10349,,HMDB01844,"9,625,531","6,039,688","5,282,930","6,172,365","6,923,795","4,861,469","7,683,070","8,196,802","8,378,179","5,810,036","6,531,266","7,517,150","6,095,689","5,633,100","6,640,962","5,108,574","8,082,424","5,183,746","4,586,584","7,846,044","9,084,953","6,335,401","6,630,961","6,941,118"
mevalonate,Lipid,Mevalonate Metabolism,LC/MS Polar,1462,147.06628,439230,C02104,HMDB00227,"1,452,593","1,201,926","1,085,115","1,463,120","1,258,441","3,474,125","6,799,235","919,099","1,774,985","1,410,772","1,289,512","1,597,150","1,198,280","3,302,761","5,416,219","839,883","1,519,853","1,244,594","691,182","998,246","1,459,968","3,346,716","6,718,903","825,701"
mevalonolactone,Lipid,Mevalonate Metabolism,LC/MS Pos Early,1375,131.07027,10428,,HMDB06024,"2,049,865","1,071,951","1,012,614","1,129,315","1,363,551","3,219,470","4,785,018","965,770","1,101,280","960,694","914,191","1,139,078","787,244","4,476,666","5,393,474","791,124","1,212,734","724,784","2,637,150","1,807,320","1,676,037","2,699,492","4,551,296","547,567"
myo-inositol,Lipid,Inositol Metabolism,LC/MS Polar,3506.3,225.06159,892,C00137,HMDB00211,"23,499,074","19,908,358","19,757,834","24,303,484","36,107,352","25,722,344","18,071,816","26,905,952","33,610,936","23,729,038","18,512,428","29,804,560","35,677,952","23,752,826","17,834,950","29,527,210","24,951,606","24,223,416","25,190,100","23,268,476","21,053,056","21,605,796","23,266,152","25,363,764"
myristate (14:0),Lipid,Long Chain Fatty Acid,LC/MS Neg,5440,227.20165,11005,C06424,HMDB00806,"154,656,080","76,079,424","85,660,384","117,748,792","80,115,656","95,991,208","157,047,504","129,740,200","223,350,688","90,688,080","101,701,152","130,998,832","79,922,792","119,167,568","116,472,600","112,931,104","121,478,144","108,363,424","76,787,656","82,195,160","116,208,288","128,252,800","136,722,496","119,488,112"
myristoleate (14:1n5),Lipid,Long Chain Fatty Acid,LC/MS Neg,5346.9,225.186,5281119,C08322,HMDB02000,"17,620,800","9,870,966","7,939,703","9,701,637","7,626,742","14,698,558","15,963,861","18,502,760","21,206,164","11,491,980","8,323,836","11,455,471","7,312,361","14,541,574","13,309,084","16,652,139","16,187,225","11,142,980","7,106,622","8,998,692","10,406,968","13,165,904","13,307,489","15,500,288"
myristoleoylcarnitine (C14:1)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),LC/MS Pos Late,1316,370.29471,90659872,,,"3,646,364","10,617,274","9,108,144","5,969,335","5,040,391","6,550,003","14,682,821","5,242,369","3,781,426","11,683,289","9,978,937","7,328,440","5,099,303","7,091,546","13,697,453","4,676,492","4,579,487","11,875,148","8,132,361","5,722,991","4,722,070","7,509,850","10,389,818","5,573,588"
myristoyl dihydrosphingomyelin (d18:0/14:0)*,Lipid,Sphingolipid Metabolism,LC/MS Pos Late,2060,677.5592,,,HMDB12085,"3,863,712","8,649,052","7,315,915","5,366,941","3,298,062","2,610,285","4,529,374","5,471,756","3,950,838","8,865,410","7,279,376","6,203,364","3,251,237","3,198,400","3,863,118","5,442,253","5,102,942","8,628,237","7,449,869","5,534,879","3,021,440","3,722,736","3,525,141","5,641,818"
myristoylcarnitine (C14),Lipid,Fatty Acid Metabolism(Acyl Carnitine),LC/MS Pos Late,1350,372.31084,6426854,,HMDB05066,"2,374,910","4,715,866","4,490,228","2,825,842","2,991,299","3,604,365","7,234,048","3,474,175","2,516,952","4,364,604","4,706,555","3,248,869","3,379,899","3,908,447","5,959,527","3,083,650","2,848,609","4,486,741","4,599,014","3,005,860","3,094,128","4,882,068","5,184,208","3,233,376"
N('1)-acetylspermidine,Amino Acid,Polyamine Metabolism,LC/MS Pos Early,3075,188.17574,496,C00612,HMDB01276,"11,472,373","11,828,734","9,222,873","14,408,721","20,399,032","19,079,292","5,290,277","7,749,476","5,896,037","9,708,831","6,781,002","4,011,948","13,496,752","11,749,317","2,882,902","3,006,298","18,430,608","13,720,932","10,659,993","18,035,772","19,105,076","28,132,256","7,502,069","14,699,215"
N-(2-furoyl)glycine,Xenobiotics,Food Component/Plant,LC/MS Neg,1525,168.03023,21863,,HMDB00439,"228,623","279,486","360,729","432,552","230,358","119,040","177,487","298,975","190,404","355,876","330,961","476,486","200,021","133,122","174,572","245,895","198,051","388,007","257,667","421,199","207,342","152,149","207,056","338,186"
N1-Methyl-2-pyridone-5-carboxamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,LC/MS Pos Early,1250,153.06586,69698,C05842,HMDB04193,"2,808,154","4,939,684","7,042,264","8,063,133","3,199,363","3,430,255","6,805,503","7,351,379","3,542,054","4,243,691","7,929,418","5,735,965","3,701,658","3,647,067","6,242,973","6,799,955","3,344,436","5,110,472","7,576,887","5,184,315","4,418,006","3,467,805","5,870,584","6,298,676"
N1-methylinosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",LC/MS Pos Early,1430,283.1037,65095,,HMDB02721,"2,791,546","2,556,887","4,069,003","3,352,810","2,550,008","4,093,525","2,923,027","3,448,152","2,803,278","2,642,128","4,212,574","3,574,103","2,962,689","3,797,788","2,817,514","3,355,271","2,838,216","2,495,734","3,742,283","3,606,146","2,643,470","3,720,859","3,042,752","3,198,621"
"N2,N2-dimethylguanosine",Nucleotide,"Purine Metabolism, Guanine containing",LC/MS Pos Early,2210,312.13025,92919,,HMDB04824,"565,375","263,595","275,196","421,444","329,489","462,805","317,691","467,765","795,128","266,288","289,614","416,219","346,132","479,215","326,594","572,962","659,196","360,259","327,549","286,591","246,838","418,463","492,319","414,568"
N2-acetyllysine,Amino Acid,Lysine Metabolism,LC/MS Polar,3372.6,187.10881,92907,C12989,HMDB00446,"70,856","192,403","155,020","188,812","204,773","123,676","83,082","256,500","82,473","217,143","192,558","247,700","180,553","86,333",,"142,932",,"175,093","116,217","200,982","209,012","100,278","101,796","131,291"
N4-acetylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",LC/MS Pos Early,1580,286.10337,107461,,HMDB05923,"2,697,768","2,105,342","1,714,427","2,535,123","2,474,763","1,762,793","2,584,254","2,975,899","2,555,533","2,064,302","1,888,859","2,374,121","2,600,963","1,918,084","1,678,099","2,549,016","2,293,059","2,854,694","1,622,344","1,962,314","2,959,730","2,261,529","2,793,710","3,045,098"
"N6,N6,N6-trimethyllysine",Amino Acid,Lysine Metabolism,LC/MS Pos Early,2825,189.15976,440120,C03793,HMDB01325,"162,081,328","117,774,112","134,052,152","124,775,720","134,341,200","151,252,064","143,634,128","143,387,168","156,518,928","117,031,328","133,699,064","145,899,696","134,189,120","158,678,160","136,011,248","130,017,728","155,635,472","115,582,992","128,627,752","149,786,144","122,284,872","159,025,136","139,955,008","136,560,736"
N6-acetyllysine,Amino Acid,Lysine Metabolism,LC/MS Neg,1059,187.10881,92832,C02727,HMDB00206,"2,806,649","3,053,071","3,564,696","3,841,095","4,521,350","2,938,843","2,318,598","3,590,750","2,885,809","3,174,683","3,580,908","4,279,411","3,603,077","3,017,091","2,867,269","4,673,453","2,722,092","3,312,356","3,490,203","4,760,603","3,700,522","2,860,764","2,507,260","3,899,687"
N6-carbamoylthreonyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",LC/MS Neg,2164,411.12698,161466,,HMDB41623,"365,742","281,463","303,246","310,980","343,959","393,031","312,757","338,172","405,850","346,622","261,691","326,888","291,091","354,243","374,654","397,659","393,596","312,647","281,546","345,346","298,309","352,618","368,833","397,828"
N6-carboxymethyllysine,Carbohydrate,Advanced Glycation End-product,LC/MS Pos Early,2500,205.11829,123800,,,"1,181,663","1,783,416","1,391,600","1,846,276","1,489,471","809,550",,"1,844,620","1,670,354","1,674,425","823,893",,"1,588,541","998,132","1,177,203","2,040,071","1,484,158","1,888,904","2,220,415",,"1,408,839",,,"2,098,285"
N-acetylalanine,Amino Acid,Alanine and Aspartate Metabolism,LC/MS Polar,1564.8,130.05096,88064,C02847,HMDB00766,"9,768,752","9,178,802","8,696,462","10,022,816","10,936,714","11,921,834","9,601,029","12,083,214","11,468,510","9,979,276","9,011,403","11,936,844","9,992,360","10,799,205","8,716,838","11,637,234","9,002,989","8,611,059","8,559,427","10,654,027","9,798,478","10,915,520","9,029,652","11,420,915"
